bigram,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,Total
gas utility,0,0,0,2,1,0,0,3
getty hide,0,4,1,0,0,0,0,5
glen canyon,0,1,0,1,0,0,0,2
global population,0,2,0,0,0,2,1,5
governor gavin,0,1,0,1,0,3,0,5
greta thunberg,0,1,0,0,1,1,0,3
hard time,0,0,2,0,1,1,0,4
health experts,0,0,0,2,1,1,0,4
heavy storms,0,0,0,3,0,1,0,4
heritage sites,0,2,0,0,0,0,0,2
highly efficient,3,0,0,0,0,0,1,4
hit hard,1,0,0,1,0,0,0,2
hit hardest,2,2,0,0,0,0,0,4
hollywood sign,0,0,1,0,2,0,0,3
houser's property,0,0,0,0,1,0,0,1
hurricane julia,1,0,0,0,0,0,0,1
indigenous peoples,0,0,3,0,0,1,0,4
indoor air,0,0,0,2,1,0,0,3
industrial times,1,3,0,1,0,0,0,5
intense rainfall,0,0,0,3,0,0,0,3
intergovernmental panel,2,0,0,1,0,1,1,5
interior secretary,0,0,0,0,1,2,0,3
james tucker,0,0,0,0,0,1,1,2
janet yellen,1,1,0,0,1,0,0,3
jose sanchez,0,0,1,1,1,0,0,3
justin sullivan,0,0,1,3,0,1,0,5
katie hobbs,0,0,0,0,2,0,0,2
key climate,0,0,0,1,0,1,1,3
lajas arriba,0,1,0,0,0,0,0,1
lake institute,0,0,0,0,2,0,0,2
land border,0,4,0,0,0,0,0,4
laurie thomas,1,0,0,0,0,0,0,1
law professor,1,0,0,1,1,1,0,4
limit emissions,3,0,0,0,0,2,0,5
limit warming,1,0,0,2,0,1,0,4
marcio jose,0,0,1,1,1,0,0,3
marine life,1,2,0,0,0,1,0,4
marine protected,0,0,0,0,1,1,0,2
massive amounts,1,1,0,1,0,1,0,4
matt ozug,0,4,0,0,0,0,0,4
mayor eric,0,0,0,0,1,0,0,1
miami herald,0,0,1,0,0,0,0,1
migrant center,0,1,0,0,0,0,0,1
million barrels,0,1,0,1,0,2,0,4
million euros,0,3,0,0,0,0,0,3
monday morning,0,0,1,2,0,0,0,3
morning edition,1,1,1,0,0,0,0,3
mount kenya,0,2,0,0,0,0,0,2
mountain lions,0,0,1,0,0,0,0,1
mountain range,0,0,1,1,1,1,0,4
move forward,0,2,0,1,0,2,0,5
national climate,0,2,0,0,1,1,0,4
native communities,0,0,1,0,0,1,0,2
native villages,0,0,2,0,0,1,0,3
neha mankani,1,0,0,0,0,0,0,1
nevada conifers,0,0,0,0,0,1,0,1
nevada mountains,0,0,1,1,2,1,0,5
news outlets,0,0,1,1,0,0,0,2
news release,0,2,1,0,0,1,0,4
news sites,0,0,1,0,0,0,0,1
nitrous oxide,1,1,0,0,0,0,0,2
npr climate,0,0,2,2,0,1,0,5
npr's kirk,2,0,0,0,2,0,0,4
npr's nathan,0,0,1,1,0,2,0,4
ontario canada,0,0,0,0,0,1,0,1
owens lake,0,0,0,0,2,0,0,2
pacific northwest,1,0,1,2,1,0,0,5
past decade,0,3,1,0,1,0,0,5
peer reviewed,0,0,0,1,1,0,1,3
people live,1,0,0,1,1,2,0,5
people missing,1,1,0,0,0,0,0,2
people safe,0,0,0,4,0,0,0,4
picture alliance,0,1,0,0,1,0,0,2
plant based,0,2,0,0,0,1,0,3
policy director,0,0,1,3,1,0,0,5
power lines,1,2,0,1,1,0,0,5
powered cars,0,1,0,0,2,2,0,5
pregnant woman,1,0,0,0,0,0,0,1
pregnant women,1,0,0,0,0,0,0,1
president al,0,2,0,0,0,0,0,2
presidential envoy,0,3,0,0,1,0,0,4
proposed site,0,0,0,0,0,3,0,3
puerto ricans,1,0,0,2,0,0,0,3
puerto rico's,0,1,0,2,0,0,0,3
quil lawrence,1,1,0,0,0,0,0,2
rare earths,0,0,0,1,0,0,0,1
rebecca blackwell,1,2,0,1,1,0,0,5
recent days,1,1,0,1,1,1,0,5
reelection bid,0,0,1,0,0,1,0,2
regulating gas,0,0,0,2,1,0,0,3
renewable sources,0,1,1,1,1,1,0,5
researchers found,1,0,0,2,0,2,0,5
river flooding,2,1,0,0,0,1,0,4
ron desantis,2,1,1,1,0,0,0,5
salinas river,0,0,0,1,0,1,0,2
sanchez ap,0,0,1,1,1,0,0,3
sarah slack,0,0,0,1,0,0,0,1
saturday morning,0,1,0,1,1,0,0,3
science teacher,0,0,0,1,0,0,0,1
secretary deb,0,0,0,0,1,2,0,3
secretary janet,1,1,0,0,1,0,0,3
service meteorologist,1,1,0,0,0,2,0,4
slack hopes,0,0,0,1,0,0,0,1
social justice,1,0,0,0,1,1,0,3
solar energy,1,1,1,0,2,0,0,5
solar ralston,0,0,0,0,1,0,0,1
south africa,0,2,0,0,1,0,0,3
south florida,1,1,2,1,0,0,0,5
southern pakistan,2,0,0,0,0,0,0,2
speaking spanish,0,1,0,0,1,1,0,3
special presidential,0,3,0,0,1,0,0,4
stephanie wolf,0,1,0,0,0,0,0,1
stop funding,0,0,0,0,1,1,0,2
storm clouds,0,0,0,0,2,0,1,3
storms heat,0,3,0,0,0,1,0,4
sullivan getty,0,0,1,3,0,1,0,5
tackling climate,3,1,0,0,1,0,0,5
told reporters,0,2,1,0,1,1,0,5
toothed whales,0,0,0,0,0,1,0,1
treasury secretary,1,1,0,0,1,0,0,3
tv series,0,0,1,0,0,0,1,2
u.n secretary,0,4,0,0,0,1,0,5
u.s department,2,1,0,2,0,0,0,5
u.s treasury,1,1,0,0,1,0,0,3
urban heat,0,0,0,1,0,0,0,1
victor gensini,0,0,0,1,0,1,0,2
walks past,0,1,0,1,0,0,1,3
waste daniel,1,0,0,0,0,0,0,1
waste heat,3,0,0,0,0,0,0,3
water crisis,0,0,0,0,2,1,0,3
water insecurity,0,0,0,0,0,1,0,1
water quality,0,2,0,2,0,1,0,5
water systems,0,1,0,2,0,0,0,3
water vapor,1,0,0,2,0,2,0,5
wealthier countries,0,4,0,0,0,0,0,4
weather pattern,0,1,0,3,0,0,1,5
weather related,0,2,1,1,0,0,0,4
wet winter,0,0,0,1,1,2,0,4
widespread flooding,1,0,0,0,1,2,0,4
winter carnival,0,1,0,0,0,0,0,1
winter storms,0,0,0,0,1,2,0,3
winter weather,0,0,0,0,3,2,0,5
world's poorest,1,1,1,0,0,0,0,3
world's population,0,0,0,0,0,3,0,3
year's u.n,1,3,0,0,0,0,0,4
1st grade,0,0,0,0,1,0,0,1
aaron scott,0,0,2,0,0,2,0,4
acre lithium,0,1,0,0,0,0,0,1
agricultural sector,0,1,0,1,0,1,0,3
agriculture research,0,0,0,1,0,0,1,2
ali zaidi,0,2,0,0,0,0,0,2
alpine resort,0,0,0,1,0,1,0,2
amazon rainforest,0,1,0,0,0,0,1,2
american art,0,0,0,1,0,0,0,1
antarctic ice,0,2,0,0,0,0,0,2
apple tv,0,0,0,0,0,0,1,1
arid west,0,0,0,1,1,0,0,2
atlantic ocean,0,0,0,1,2,0,0,3
au chien,1,0,0,0,0,0,0,1
aya batrawy,0,0,0,2,0,0,0,2
bangladesh's flood,0,0,0,0,0,1,0,1
baseball park,0,1,0,0,0,0,0,1
battery storage,0,0,1,1,0,0,0,2
beaufort sea,0,0,0,0,0,2,0,2
beaver tail,0,0,0,0,1,0,0,1
ben flynn's,0,0,2,0,0,0,0,2
berly mccoy,0,0,1,1,0,2,0,4
biden signed,0,0,0,2,0,1,0,3
biggest challenges,0,0,0,0,2,0,0,2
biodiversity conference,0,0,1,0,0,0,0,1
biodiversity loss,0,0,3,0,0,0,0,3
blister rust,0,0,0,0,0,1,0,1
boat ride,0,1,0,0,0,1,0,2
bonita springs,1,0,0,0,0,0,0,1
borough park,0,0,0,1,0,0,0,1
brian ferguson,0,0,0,1,0,0,0,1
brine shrimp,0,0,0,0,2,0,0,2
british government,0,0,0,1,0,0,0,1
brooklyn's j.h.s,0,0,0,1,0,0,0,1
calif jan,0,0,0,1,0,0,0,1
california's department,0,0,0,1,1,1,0,3
california's water,0,0,0,1,1,1,0,3
car companies,0,0,0,1,1,1,0,3
carbon capture,0,0,1,1,1,0,0,3
carbon pollution,0,0,1,0,1,2,0,4
carbon project,1,1,0,0,0,1,0,3
catastrophic warming,0,0,0,0,0,3,1,4
central america,1,1,0,0,1,0,0,3
central arizona,1,0,0,0,1,0,0,2
central california,0,0,0,1,1,2,0,4
change scientists,0,1,0,0,1,1,1,4
charging stations,0,0,0,1,1,0,0,2
chase bank,0,0,0,0,0,1,0,1
chief executive,1,0,0,0,1,1,0,3
city officials,2,0,0,0,1,0,0,3
clean water,0,0,0,1,0,2,0,3
climate adaptation,0,1,1,1,0,0,0,3
climate correspondent,0,0,2,1,0,1,0,4
climate fueled,1,1,0,0,2,0,0,4
climate risks,0,2,0,1,0,0,0,3
climate strike,0,0,0,0,2,0,0,2
climate warms,1,0,1,1,0,1,0,4
cobalt mine,1,0,0,0,0,0,0,1
cold temperatures,0,0,0,1,1,0,0,2
collapsed buildings,0,1,0,0,0,0,0,1
collect data,0,2,0,1,0,0,0,3
coming days,0,0,0,2,0,1,1,4
commission cpsc,0,0,0,1,1,0,0,2
conference cop27,1,1,1,0,0,0,0,3
congressional delegation,0,0,0,0,0,3,0,3
continue research,0,1,0,0,0,0,0,1
cop27 u.n,0,2,0,1,0,0,0,3
countries deal,0,4,0,0,0,0,0,4
county citizens,0,0,0,0,1,0,0,1
county missouri,1,0,0,0,0,0,0,1
covington tenn,0,0,0,0,0,0,1,1
credit card,0,0,0,0,0,1,0,1
credit cards,1,0,0,0,0,1,0,2
david romero,0,0,0,0,1,0,1,2
deadly floods,0,2,0,0,0,1,0,3
debris flows,0,0,0,3,1,0,0,4
defense council,0,2,2,0,0,0,0,4
democratic republic,1,1,0,0,0,0,1,3
developed nations,0,2,0,0,0,0,0,2
dixie fire,0,0,0,1,1,0,0,2
doug naselroad,0,1,0,0,0,0,0,1
drag queen,1,0,0,0,0,0,0,1
draw attention,0,1,0,0,0,0,0,1
drilling camp,0,0,0,0,0,2,0,2
drilling project,0,0,0,0,0,2,0,2
eastern australia,0,1,0,0,1,0,0,2
eastern kentucky,1,1,0,0,0,0,0,2
eat insects,0,0,0,0,0,1,0,1
eighth graders,0,0,0,1,0,0,0,1
el salvador,1,0,0,0,0,0,0,1
eleanor beardsley,0,1,0,1,0,0,0,2
elizabeth maruma,0,0,3,0,0,0,0,3
emily feng,0,1,0,0,1,0,0,2
emily schwing,0,0,2,0,0,0,0,2
emissions warming,0,2,2,0,0,0,0,4
emperor penguin,1,1,0,0,0,0,0,2
energy development,0,0,0,0,2,0,0,2
energy efficient,0,1,0,1,1,0,1,4
energy forum,0,0,0,2,1,0,0,3
energy information,0,0,2,0,1,0,0,3
energy supplies,0,0,2,0,0,0,0,2
enric sala,0,1,0,0,0,0,0,1
environmental activists,0,2,0,0,1,1,0,4
environmental science,0,0,1,2,1,0,0,4
environmental studies,0,0,1,2,0,0,1,4
eric westervelt,0,0,0,2,0,0,0,2
european commission,0,1,0,0,0,2,0,3
executive secretary,0,0,3,0,0,0,0,3
exploratory drilling,0,0,0,0,0,2,0,2
extreme drought,0,0,1,1,1,0,0,3
extreme event,0,1,0,0,0,0,0,1
ezra david,0,0,0,0,1,0,1,2
fallen dramatically,0,0,0,0,0,2,0,2
federal climate,0,0,0,0,0,1,1,2
federal funding,0,1,2,1,0,0,0,4
file photo,0,0,0,1,0,1,0,2
final decision,0,0,0,0,0,1,0,1
finance corporation,0,3,0,0,0,0,0,3
fire chief,0,0,1,1,0,0,1,3
flash floods,2,0,0,0,0,1,0,3
flood warning,0,0,0,2,0,1,0,3
flooded street,1,0,0,1,0,0,0,2
flooding peace,1,0,0,0,0,0,0,1
food safety,0,1,0,0,0,1,0,2
food system,0,2,1,0,0,0,0,3
food waste,0,1,1,0,0,1,0,3
forecasting warning,0,0,0,0,0,1,0,1
foreign minister,0,1,0,2,0,0,0,3
forest service,1,0,1,0,0,0,1,3
fork miss,0,0,0,0,0,2,0,2
francisquito creek,0,0,0,0,1,0,0,1
freeport illinois,1,0,0,0,0,0,0,1
fuel companies,0,1,0,1,1,1,0,4
gas furnace,0,0,0,1,0,0,1,2
gas plant,0,0,2,0,0,0,0,2
gas supply,0,1,0,0,1,0,0,2
gas utilities,0,0,0,1,1,0,0,2
generation activists,0,0,1,0,0,0,0,1
generation hold,0,0,1,1,0,0,0,2
geographic hide,0,1,0,0,0,0,0,1
german government,0,0,1,1,0,0,0,2
global challenges,1,2,0,0,0,0,0,3
global development,1,1,0,0,0,0,0,2
global emissions,0,1,0,1,0,1,0,3
global greenhouse,0,2,0,0,0,1,0,3
golabari village,0,0,0,0,0,1,0,1
governor katie,0,0,0,0,2,0,0,2
governor's office,1,0,0,1,0,0,0,2
green park,0,0,0,0,1,0,0,1
green party,0,0,1,1,0,0,0,2
greenland ice,0,1,0,0,0,0,0,1
grow food,1,1,1,0,0,1,0,4
growing cities,0,0,0,0,2,0,0,2
gti energy,0,0,0,1,1,0,0,2
guet n'dar,0,1,0,0,0,0,0,1
guet ndar,1,0,0,0,1,0,0,2
gunggandji sea,0,1,0,0,1,0,0,2
hard hit,1,1,0,1,1,0,0,4
hardest hit,3,1,0,0,0,0,0,4
harold davis,0,0,0,2,0,0,0,2
harvest public,1,0,1,1,0,0,0,3
health specialists,0,0,1,0,0,0,0,1
henry epp,0,0,0,2,0,0,0,2
hersher npr,0,0,0,2,1,1,0,4
hills calif,0,0,1,0,0,0,0,1
hindman settlement,0,1,0,0,0,0,0,1
home country,1,1,0,0,0,0,0,2
hotter planet,0,3,0,1,0,0,0,4
housing crisis,0,0,2,0,1,0,0,3
housing development,0,0,0,0,2,0,0,2
huge quantities,0,1,0,0,1,0,0,2
human health,0,0,1,0,2,1,0,4
human lives,0,1,0,0,3,0,0,4
ice shelf,0,1,0,0,1,0,0,2
incredibly potent,0,2,0,0,0,0,0,2
industry analysts,0,0,1,0,0,0,0,1
information administration,0,0,2,0,1,0,0,3
interior department,0,0,0,0,1,1,0,2
international airport,1,1,0,0,2,0,0,4
international efforts,0,2,0,1,1,0,0,4
interpreter melilla,0,2,0,0,0,0,0,2
isla urbana,0,0,0,0,0,1,0,1
italian island,0,1,0,0,0,0,0,1
james california,0,0,0,2,0,1,0,3
jensen beach,0,1,0,0,0,0,0,1
joe biden's,1,0,0,1,0,1,0,3
lake bed,0,0,0,0,2,0,0,2
lake chad,0,0,1,0,0,0,0,1
lake dries,1,0,0,0,2,0,0,3
lake mead,1,0,0,1,0,1,0,3
largest city,1,0,1,1,1,0,0,4
las vegas,0,0,0,1,1,0,0,2
late night,0,0,0,0,0,0,1,1
latit latit,0,0,0,0,0,1,0,1
law enforcement,0,2,0,0,0,0,1,3
lawrence npr,1,1,0,0,0,0,0,2
left millions,0,0,0,0,1,0,0,1
legislative session,0,0,0,0,2,0,0,2
lemaire channel,0,1,0,0,0,0,0,1
levee board,1,0,0,0,0,0,0,1
levee broke,0,0,0,0,0,1,1,2
limit oil,0,0,0,0,0,1,0,1
lm otero,0,1,0,0,1,0,0,2
lodgepole chipmunk,0,0,1,0,0,0,0,1
low pressure,0,0,0,0,3,0,0,3
lower quality,1,0,0,2,0,0,0,3
madam secretary,0,0,1,0,0,0,0,1
majida begum,0,0,0,0,0,1,0,1
major disaster,0,1,0,1,0,1,1,4
major storm,0,0,0,0,2,1,0,3
marburg virus,0,0,0,0,0,1,0,1
maria hit,0,0,0,1,1,0,0,2
marine biodiversity,0,0,0,0,1,0,0,1
maruma mrema,0,0,3,0,0,0,0,3
matrix paid,0,0,1,0,0,0,0,1
meat industry,0,1,0,0,0,0,0,1
meat production,0,1,0,0,0,0,0,1
medical center,0,1,1,0,2,0,0,4
meet climate,0,2,0,0,1,0,1,4
melilla spain,0,1,0,0,0,0,0,1
melting glaciers,1,1,1,0,0,0,0,3
mid south,0,0,0,0,0,2,0,2
mike ancona,3,0,0,0,0,0,0,3
mine jharia,0,0,0,0,1,0,0,1
mitigate climate,1,2,0,0,1,0,0,4
mobile homes,1,1,0,0,0,1,0,3
money managers,0,0,3,0,0,0,0,3
moore reef,0,1,0,0,1,0,0,2
mother nature,0,2,1,0,0,0,1,4
mountain dulcimer,0,1,0,0,0,0,0,1
move faster,0,1,2,1,0,0,0,4
myers fla,1,0,0,1,0,0,0,2
national laboratory,1,2,0,0,1,0,0,4
national petroleum,0,0,0,0,0,3,0,3
national portrait,0,1,0,0,0,0,0,1
nations secretary,0,3,1,0,0,0,0,4
news round,0,0,0,0,0,2,0,2
nicknamed icefin,0,0,0,0,1,0,0,1
night tornado,0,0,0,0,0,0,1,1
nonprofit organization,0,0,0,1,1,1,0,3
npr's rebecca,0,0,0,3,1,0,0,4
nuclear fusion,0,0,0,0,1,0,0,1
nuclear power,0,1,0,2,0,1,0,4
oakland calif,0,0,0,0,0,1,1,2
ocean temperatures,0,3,0,0,0,0,0,3
oil industry,1,0,0,0,1,0,1,3
oil prices,1,0,0,0,1,2,0,4
oil production,1,0,0,0,1,2,0,4
olson getty,1,0,0,2,0,1,0,4
operations manager,3,0,0,0,0,0,0,3
opportunities related,0,0,2,0,0,0,0,2
otero ap,0,1,0,0,1,0,0,2
palm beach,0,1,0,0,0,0,0,1
partially submerged,1,0,0,0,0,1,0,2
pecatonica river,1,0,0,0,0,0,0,1
people stand,1,0,0,0,1,0,1,3
people talk,1,1,0,0,0,1,0,3
people's lives,0,1,1,0,1,1,0,4
peter schorsch,0,0,1,0,0,0,0,1
plan calls,0,3,0,0,1,0,0,4
planet heating,0,0,0,1,1,0,1,3
plastic pollution,1,0,0,1,1,0,0,3
plastic recycling,1,0,1,0,0,0,0,2
plastic trash,1,0,1,0,0,0,0,2
pointe au,1,0,0,0,0,0,0,1
population lives,1,0,0,0,1,2,0,4
portrait gallery,0,1,0,0,0,0,0,1
prediction center,0,0,0,2,2,0,0,4
prepared remarks,1,2,0,0,0,0,0,3
pressure system,0,0,1,0,3,0,0,4
private funding,0,3,0,1,0,0,0,4
private jet,1,0,1,0,0,0,0,2
produce tornadoes,0,0,0,0,0,1,0,1
production facilities,0,1,0,0,0,1,0,2
public schools,1,2,0,0,0,0,0,3
public support,0,0,0,1,2,0,0,3
puerto rican,0,1,0,1,0,0,0,2
rain storms,0,1,0,1,0,1,0,3
rainfall triggered,0,1,0,0,0,0,0,1
ramirez edited,1,1,2,0,0,0,0,4
recycling facility,1,0,0,0,0,0,0,1
reliable energy,0,0,1,0,0,1,0,2
replace gas,2,0,0,0,0,1,1,4
report found,2,0,1,0,0,0,0,3
reporter julia,0,0,0,0,1,1,0,2
resources defense,0,2,2,0,0,0,0,4
rich countries,0,3,0,0,0,0,0,3
rising sea,1,0,2,0,1,0,0,4
river communities,1,0,0,0,0,0,0,1
river flows,0,0,0,0,1,1,0,2
robot nicknamed,0,0,0,0,1,0,0,1
rooftop solar,1,0,0,1,0,0,0,2
rural communities,0,1,0,0,2,1,0,4
russia's invasion,0,3,0,1,0,0,0,4
russian river,0,0,0,1,0,0,0,1
sabin center,0,0,0,0,1,0,0,1
salt water,0,2,0,0,0,1,0,3
san francisquito,0,0,0,0,1,0,0,1
san gabriel,0,0,0,0,2,0,0,2
sarah handel,0,4,0,0,0,0,0,4
saturday afternoon,0,1,0,0,1,0,0,2
school district,0,1,1,0,0,0,0,2
scott olson,1,0,0,2,0,1,0,4
sea country,0,1,0,0,1,0,0,2
seeking comment,0,0,0,0,1,0,0,1
senegal october,0,2,0,0,0,0,0,2
settlement school,0,1,0,0,0,0,0,1
simon npr,0,0,0,0,0,1,1,2
single cash,0,1,0,0,0,0,0,1
snow totals,0,0,0,1,0,0,0,1
soil health,1,1,0,0,0,0,1,3
solar farm,0,3,0,0,0,0,0,3
solar plant,0,0,0,0,1,0,0,1
southeast asia,0,0,0,0,0,1,1,2
southern california's,0,0,1,1,1,1,0,4
southern italian,0,1,0,0,0,0,0,1
southern philippines,1,0,0,0,0,0,0,1
spend money,0,1,0,1,0,1,0,3
stanford university,0,2,0,1,0,1,0,4
station kqed,0,1,0,2,0,1,0,4
stay safe,1,0,0,3,0,0,0,4
store carbon,1,1,0,2,0,0,0,4
storm hit,1,0,0,1,0,0,1,3
storm surges,0,2,0,0,0,0,0,2
storm system,0,0,0,1,0,3,0,4
stormwater infrastructure,0,0,0,2,0,0,0,2
stove manufacturers,0,0,0,1,1,0,0,2
study found,0,1,0,2,1,0,0,4
sullivan ind,0,0,0,0,0,0,1,1
sunamganj northern,0,0,0,0,0,1,0,1
sunamganj region,0,0,0,0,0,1,0,1
susan phillips,2,0,0,0,0,0,0,2
taking action,0,2,2,0,0,0,0,4
tangible impacts,0,1,2,1,0,0,0,4
tells npr,0,0,2,0,0,1,1,4
tent encampment,1,0,0,0,0,0,0,1
thawing permafrost,0,1,0,0,0,0,0,1
thwaites glacier,0,0,0,0,1,0,0,1
today's episode,0,0,2,2,0,0,0,4
town southern,1,0,0,0,0,0,0,1
toyota prius,0,0,0,0,1,0,0,1
transportation sector,0,0,1,0,0,2,0,3
trapping pollution,0,1,1,0,1,0,0,3
triggered landslides,0,1,0,0,0,0,0,1
tuesday morning,0,0,0,1,1,0,0,2
u.n conference,0,2,0,0,0,2,0,4
u.s climate,0,1,1,1,0,1,0,4
u.s economy,1,0,3,0,0,0,0,4
u.s energy,0,0,2,0,1,0,0,3
u.s forest,1,0,1,0,0,0,1,3
urban grid,0,0,0,0,1,0,0,1
utility company,1,1,0,0,0,1,0,3
utility industry,0,0,0,1,1,0,0,2
vehicle batteries,1,2,0,0,0,0,0,3
video piece,0,0,0,1,0,0,0,1
virginia tech,0,0,0,0,1,0,0,1
vocal fry,0,0,0,0,0,1,0,1
warn people,0,3,0,0,0,1,0,4
washington observatory,0,0,0,0,2,0,0,2
water floods,1,0,0,1,0,0,0,2
water funds,0,0,0,0,0,1,0,1
water infrastructure,0,1,0,1,0,1,0,3
water policy,0,1,0,1,1,1,0,4
water pollution,0,1,0,0,0,3,0,4
wealthier nations,0,3,0,0,0,0,0,3
weather disasters,0,2,0,1,1,0,0,4
weather event,0,1,0,1,1,1,0,4
weather prediction,0,0,0,2,2,0,0,4
west antarctica,0,1,0,0,0,0,0,1
western u.s,0,0,1,1,0,1,0,3
western wildfires,1,0,0,0,0,0,0,1
wfpl hide,0,1,0,0,0,0,0,1
whitney museum,0,0,0,1,0,0,0,1
wind chill,0,0,0,0,3,0,0,3
wind power,0,2,0,0,2,0,0,4
wolf wfpl,0,1,0,0,0,0,0,1
women wait,1,0,0,0,0,0,0,1
20th century,0,2,0,1,0,0,0,3
27th conference,0,3,0,0,0,0,0,3
abd el,0,2,0,0,0,0,0,2
abe levine,0,1,2,0,0,0,0,3
accurate warnings,1,1,0,0,0,0,0,2
action network,0,1,0,1,0,0,1,3
action tracker,1,1,0,0,0,1,0,3
administration cleared,0,0,0,0,0,1,0,1
administration official,0,0,0,0,1,1,0,2
aerial vehicles,0,0,0,0,1,0,0,1
african continent,0,3,0,0,0,0,0,3
agencies plan,3,0,0,0,0,0,0,3
ago pattie,1,0,0,0,0,0,0,1
agricultural land,0,0,0,0,0,1,1,2
agriculture sector,0,0,0,1,0,0,0,1
air council,3,0,0,0,0,0,0,3
air monitor,0,0,0,1,1,0,0,2
air resources,0,1,1,1,0,0,0,3
al jaber's,0,0,0,2,0,0,0,2
alarm bells,1,0,0,0,1,1,0,3
america branch,0,0,0,0,0,1,0,1
america hundreds,3,0,0,0,0,0,0,3
america's remaining,0,0,1,0,0,0,0,1
american foulbrood,0,0,0,1,0,0,0,1
american migration,0,0,0,0,2,0,0,2
amtrak spokesperson,3,0,0,0,0,0,0,3
andres island,1,0,0,0,0,0,0,1
angeles river,0,0,0,0,1,0,0,1
angers environmental,3,0,0,0,0,0,0,3
answer questions,1,1,1,0,0,0,0,3
antarctic survey,1,0,0,0,1,0,0,2
anti poverty,1,0,0,0,0,0,0,1
apollo theatre,0,0,0,0,0,0,1,1
appalachian school,0,1,0,0,0,0,0,1
approach yellen,1,0,0,0,0,0,0,1
arcadia fla,1,0,0,0,0,0,0,1
arched ceilings,3,0,0,0,0,0,0,3
arctic sea,0,0,1,0,1,0,0,2
asset transfers,1,0,0,0,0,0,0,1
assistant secretary,0,1,0,0,2,0,0,3
atlanta hide,0,0,0,0,1,0,0,1
attract private,0,2,0,0,0,0,0,2
average temperature,0,0,0,1,0,0,0,1
aviation administration,0,0,0,0,1,0,0,1
baby fund,1,0,0,0,0,0,0,1
baptist church,0,1,0,0,0,0,0,1
bare rock,1,1,0,0,0,0,0,2
beach florida,1,1,1,0,0,0,0,3
benefit dozens,3,0,0,0,0,0,0,3
berger ap,1,0,0,1,0,1,0,3
bernardino mountains,0,0,0,0,1,1,0,2
betsy johnson,1,0,0,0,0,0,0,1
biden ali,0,2,0,0,0,0,0,2
biden's commitment,3,0,0,0,0,0,0,3
bigger threat,0,1,0,0,0,2,0,3
biggest climate,0,3,0,0,0,0,0,3
bill dicroce,3,0,0,0,0,0,0,3
billion tons,0,1,0,0,1,0,0,2
bitter gourd,0,0,0,0,0,1,0,1
blocked roads,0,0,0,1,0,1,0,2
bloody sunday,0,0,0,2,0,0,0,2
bloomberg news,1,0,0,1,1,0,0,3
boilers ran,3,0,0,0,0,0,0,3
boraks wfae,0,1,0,0,0,0,0,1
borbor kealah,0,0,0,1,0,0,0,1
border restrictions,0,1,0,0,0,0,0,1
bottom line,0,0,0,1,2,0,0,3
bring water,0,0,0,0,0,1,0,1
british antarctic,1,0,0,0,1,0,0,2
british columbia,0,0,0,1,1,1,0,3
brooklyn n.y,1,0,0,1,0,0,0,2
buckeye ariz,0,0,0,0,1,0,0,1
building built,3,0,0,0,0,0,0,3
building codes,1,1,0,0,0,0,0,2
building owners,3,0,0,0,0,0,0,3
building space,3,0,0,0,0,0,0,3
burn natural,3,0,0,0,0,0,0,3
california's plan,0,0,0,0,0,1,0,1
called stop,0,1,0,0,0,0,0,1
called willow,0,0,0,0,0,3,0,3
camila domonoske,0,0,1,0,1,0,0,2
canada's western,0,0,1,0,0,0,0,1
capital expense,3,0,0,0,0,0,0,3
capitol hill,0,0,0,0,1,0,0,1
caption anjali,0,0,0,0,1,0,0,1
caption international,0,3,0,0,0,0,0,3
caption police,0,0,1,0,1,0,0,2
caption president,1,2,0,0,0,0,0,3
caption rescuers,1,1,0,0,0,0,0,2
caption water,1,0,0,1,0,1,0,3
carbon cap,0,0,0,0,1,0,0,1
carbon sources,1,0,0,1,0,0,0,2
carbon storage,1,0,1,0,0,0,0,2
carlos rodríguez,0,1,0,0,0,0,0,1
cars sold,0,0,0,0,0,1,0,1
cast doubt,0,0,0,2,1,0,0,3
catastrophic floods,0,2,0,0,0,0,0,2
catastrophic impacts,1,0,1,0,1,0,0,3
caused widespread,1,0,0,0,1,0,0,2
cbs drama,0,0,1,0,0,0,0,1
central africa,0,0,0,0,0,2,1,3
central coast,0,0,0,2,0,1,0,3
ceo bill,3,0,0,0,0,0,0,3
chain link,0,1,0,1,0,0,0,2
chancellor olaf,0,1,1,1,0,0,0,3
change helped,0,2,0,0,0,0,0,2
change means,0,1,0,1,0,1,0,3
change michael,0,0,2,0,0,0,1,3
change threatens,0,2,0,0,0,0,0,2
changing weather,1,1,0,0,0,0,1,3
charging infrastructure,0,0,0,0,0,2,0,2
cheapest alternative,3,0,0,0,0,0,0,3
cheat sheet,0,0,0,0,0,3,0,3
chief scientist,0,1,1,1,0,0,0,3
chief sustainability,0,3,0,0,0,0,0,3
childhood asthma,0,0,0,1,1,0,0,2
chilling effect,0,1,2,0,0,0,0,3
choling monastery,0,1,0,0,0,0,0,1
christine drazan,1,0,0,0,0,0,0,1
city council,0,1,0,0,0,0,0,1
city parks,1,0,0,0,0,0,0,1
city's master,0,0,0,0,1,0,0,1
civil disobedience,0,1,0,1,0,0,0,2
civil resistance,0,1,0,0,0,0,0,1
